,text,diggCount,createTimeISO,cleaned_text,normalized_text,roberta_label,roberta_score,roberta_sentiment
1731,lebih baik mahal daripada kendaraan rusak keknya kt di paksa buat beli kendaraan baru yg udah bisa menggunakan bahan bakar mix etanol,1,2025-10-14 12:26:33+00:00,lebih baik mahal daripada kendaraan rusak keknya kt di paksa buat beli kendaraan baru yg udah bisa menggunakan bahan bakar mix etanol,lebih baik mahal daripada kendaraan rusak keknya kt di paksa buat beli kendaraan baru yang sudah bisa menggunakan bahan bakar mix etanol,0.0,0.9970408082008362,0
1732,yang gk bagus kepemimpinan sma pemikiran anda bahlill😎,1,2025-10-14 12:21:35+00:00,yang gk bagus kepemimpinan sma pemikiran anda bahlill,yang tidak bagus kepemimpinan sma pemikiran anda bahlill,0.0,0.9993340373039246,0
1733,bukan gitu tapi kalo negara lain mobilnya sudah di buat untuk bensin ethanol kalo negara kita kasihan kepada yang mobil nya tua atau kalo bisa di,1,2025-10-14 12:13:11+00:00,bukan gitu tapi kalo negara lain mobilnya sudah di buat untuk bensin ethanol kalo negara kita kasihan kepada yang mobil nya tua atau kalo bisa di,bukan gitu tapi kalau negara lain mobilnya sudah di buat untuk bensin ethanol kalau negara kita kasihan kepada yang mobil nya tua atau kalau bisa di,0.0,0.9993107318878174,0
1734,mikrisik,1,2025-10-14 12:08:10+00:00,mikrisik,mikrisik,1.0,0.9867874383926392,1
1736,bapak motor kita 2 tak bapak rugi dong kita😭😭,1,2025-10-14 11:49:41+00:00,bapak motor kita 2 tak bapak rugi dong kita😭😭,bapak motor kita 2 tak bapak rugi dong kita😭😭,0.0,0.6606958508491516,0
1737,"terus terang aja lil, bilang aja kalo emang lu tuh mau rakyat kita pake motor dan mobil listrik wkwk",1,2025-10-14 11:28:10+00:00,terus terang aja lil  bilang aja kalo emang lu tuh mau rakyat kita pake motor dan mobil listrik wkwk,terus terang aja lil bilang aja kalau emang kamu tuh mau rakyat kita pake motor dan mobil listrik tertawa,0.0,0.9944877028465271,0
1738,Makin jadi ni org,1,2025-10-14 10:57:03+00:00,makin jadi ni org,makin jadi ni org,0.0,0.9966626763343811,0
1739,bahlil fomo ngikut ngikut negara lain,1,2025-10-14 10:52:06+00:00,bahlil fomo ngikut ngikut negara lain,bahlil takut ketinggalan ngikut ngikut negara lain,0.0,0.9983755350112915,0
1740,orang gila berkedok pemerintah ini mah😹,1,2025-10-14 10:27:50+00:00,orang gila berkedok pemerintah ini mah😹,orang gila berkedok pemerintah ini mah😹,0.0,0.9995012283325195,0
1741,Tak gowo nitro wehhh masuk pora juu@No_Name1111,1,2025-10-14 10:21:04+00:00,tak gowo nitro wehh masuk pora juu no_name11,tak gowo nitro wehh masuk pora juu no_name11,,0.9760850667953491,0
1742,dia ga mikir kalau indo dulu nyiptain 2 tak dasar goublok,1,2025-10-14 09:59:24+00:00,dia ga mikir kalau indo dulu nyiptain 2 tak dasar goublok,dia tidak mikir kalau indo dulu nyiptain 2 tak dasar goublok,0.0,0.9991139769554138,0
1743,mungkin nilainya sama kek punya sahroni🗿,1,2025-10-14 09:52:49+00:00,mungkin nilainya sama kek punya sahroni🗿,mungkin nilainya sama kek punya sahroni🗿,0.0,0.8649429082870483,0
1744,makanya coba dulu di motor mobil Luh kalo gk karat baru,1,2025-10-14 09:38:35+00:00,makanya coba dulu di motor mobil luh kalo gk karat baru,makanya coba dulu di motor mobil luh kalau tidak karat baru,,0.9879853129386902,0
1745,gk bagus kalo kebensin jadi karat kalo ngerap air,1,2025-10-14 09:38:10+00:00,gk bagus kalo kebensin jadi karat kalo ngerap air,tidak bagus kalau kebensin jadi karat kalau ngerap air,0.0,0.9974151849746704,0
1746,negara Indonesia sudah hancur,1,2025-10-14 09:20:55+00:00,negara indonesia sudah hancur,negara indonesia sudah hancur,0.0,0.9993755221366882,0
1747,apa ini. menteri kayak gini pantes saja Indonesia mundur terusss,1,2025-10-14 09:06:42+00:00,apa ini. menteri kayak gini pantes saja indonesia mundur teruss,apa ini. menteri kayak gini pantes saja indonesia mundur teruss,0.0,0.9994620680809021,0
1748,hadeh goblin²....😹😹😹,1,2025-10-14 08:55:54+00:00,hadeh goblin ..😹😹,hadeh goblin ..😹😹,0.0,0.9945835471153259,0
1749,"woi bahlil, jangan bahlul bahlul bat ngapa",1,2025-10-14 08:53:32+00:00,woi bahlil  jangan bahlul bahlul bat ngapa,woi bahlil jangan bahlul bahlul bat ngapa,0.0,0.9984523057937622,0
1750,negara mana yg pakai etanol?,1,2025-10-14 08:42:57+00:00,negara mana yg pakai etanol?,negara mana yang pakai etanol?,0.0,0.9896523356437683,0
1753,surat terbuka untuk bengkel motor dan mobil jika motor atau mobil bahlil rusak karna etanol yang dia buat jangan didengerin ya pak mas biar masyarakat senang,1,2025-10-19 13:25:42+00:00,surat terbuka untuk bengkel motor dan mobil jika motor atau mobil bahlil rusak karna etanol yang dia buat jangan didengerin ya pak mas biar masyarakat senang,surat terbuka untuk bengkel motor dan mobil jika motor atau mobil bahlil rusak karna etanol yang dia buat jangan didengerin ya pak kakak biar masyarakat senang,0.0,0.690096914768219,0
1754,saran teks,1,2025-10-19 12:39:59+00:00,saran teks,saran teks,1.0,0.9965512752532959,1
1755,Ya begini akibatnya kalo bukan pakarnya kok dijadikan mentri,1,2025-10-14 21:58:18+00:00,ya begini akibatnya kalo bukan pakarnya kok dijadikan mentri,ya begini akibatnya kalau bukan pakarnya kok dijadikan mentri,0.0,0.9993273019790649,0
1756,kapan prabowo orang ini diganti termul mana pernah ada yg beres,1,2025-10-14 21:47:36+00:00,kapan prabowo orang ini diganti termul mana pernah ada yg beres,kapan prabowo orang ini diganti termul mana pernah ada yang beres,0.0,0.9972092509269714,0
1757,makin gak punjah otak niii pemerintah,1,2025-10-14 18:50:09+00:00,makin gak punjah otak nii pemerintah,makin tidak punjah otak nii pemerintah,0.0,0.9992890357971191,0
1758,kami penguna 2 tak tidak setuju dengen campuran etanol,1,2025-10-14 18:16:10+00:00,kami penguna 2 tak tidak setuju dengen campuran etanol,kami penguna 2 tak tidak setuju dengen campuran etanol,0.0,0.9956274032592773,0
1760,Kere kere ancen kok,1,2025-10-14 16:42:32+00:00,kere kere ancen kok,kere kere ancen kok,0.0,0.9397999048233032,0
1761,Indonesian apa sudah tidak ada SDM yg ada sekolah??🤣🤣,1,2025-10-14 16:31:38+00:00,indonesian apa sudah tidak ada sdm yg ada sekolah??🤣🤣,indonesian apa sudah tidak ada sdm yang ada sekolah??🤣🤣,0.0,0.9373736381530762,0
1762,makin gada otak aje,1,2025-10-14 16:16:46+00:00,makin gada otak aje,makin gada otak aje,0.0,0.997876763343811,0
1763,jangannn pakkk soalnya kita motor 2tak😭,1,2025-10-14 15:48:14+00:00,jangann pakk soalnya kita motor 2tak😭,jangann pakk soalnya kita motor 2tak😭,0.0,0.7300745248794556,0
1764,demo besar besaran,1,2025-10-14 15:33:31+00:00,demo besar besaran,demo besar besaran,0.0,0.9938921928405762,0
1765,"pertanyaan saya, kenapa dia masih ada di pemerintahan sampai saat ini",1,2025-10-14 15:28:39+00:00,pertanyaan saya  kenapa dia masih ada di pemerintahan sampai saat ini,pertanyaan saya kenapa dia masih ada di pemerintahan sampai saat ini,0.0,0.9985793828964233,0
1766,kayaknya dia kalo sudah di campur etanol dia langsung bikin bengkel😁,1,2025-10-14 14:29:35+00:00,kayaknya dia kalo sudah di campur etanol dia langsung bikin bengkel😁,kayaknya dia kalau sudah di campur etanol dia langsung bikin bengkel😁,1.0,0.7979707717895508,1
1767,#tolaketanol,1,2025-10-14 14:05:19+00:00,#tolaketanol,#tolaketanol,0.0,0.998313307762146,0
1768,"jlk kon ngantem po , nyusahkan masyarakat",1,2025-10-14 13:58:57+00:00,jlk kon ngantem po   nyusahkan masyarakat,jlk kon ngantem po nyusahkan masyarakat,0.0,0.9991864562034607,0
1769,hadeh. mentri ini lagi.,1,2025-10-14 13:47:18+00:00,hadeh. mentri ini lagi.,hadeh. mentri ini lagi.,0.0,0.9992069602012634,0
1770,Dajjal pun sungkeman 😹😹🗿,1,2025-10-14 12:46:55+00:00,dajjal pun sungkeman 😹😹🗿,dajjal pun sungkeman 😹😹🗿,,0.8951305150985718,0
1771,ini kah yang di namakan bijak?,1,2025-10-14 12:21:42+00:00,ini kah yang di namakan bijak?,ini kah yang di namakan bijak?,0.0,0.991722047328949,0
1772,"lama"" ku lihat indonesia ini pada kocak""",1,2025-10-14 12:03:11+00:00,lama  ku lihat indonesia ini pada kocak,lama ku lihat indonesia ini pada kocak,0.0,0.8922731876373291,0
1773,kepencet 😹,1,2025-10-14 12:02:37+00:00,kepencet 😹,kepencet 😹,0.0,0.9991497993469238,0
1774,"paraahh, semuaa di ubaahh",1,2025-10-14 11:55:48+00:00,paraahh  semuaa di ubaahh,paraahh semuaa di ubaahh,1.0,0.8379906415939331,1
1775,Kok bisa bodoh gini 🔥,1,2025-10-14 11:43:50+00:00,kok bisa bodoh gini 🔥,kok bisa bodoh gini 🔥,0.0,0.9992592930793762,0
1777,apa bedanya bahlil dan bahlul 😭😭😭,1,2025-10-14 11:40:27+00:00,apa bedanya bahlil dan bahlul 😭😭,apa bedanya bahlil dan bahlul 😭😭,0.0,0.9837070107460022,0
1778,apa hubungannya etanol sama impor bahlul,1,2025-10-14 11:39:30+00:00,apa hubungannya etanol sama impor bahlul,apa hubungannya etanol sama impor bahlul,0.0,0.9790720343589783,0
1779,negara besar contohnyo amerika aja udah pake etanol,1,2025-10-14 11:23:27+00:00,negara besar contohnyo amerika aja udah pake etanol,negara besar contohnyo amerika aja sudah pake etanol,0.0,0.8217419385910034,0
1780,onda ku 2tak auto dadi pajangan kabehh,1,2025-10-14 11:17:02+00:00,onda ku 2tak auto dadi pajangan kabehh,onda ku 2tak auto dadi pajangan kabehh,,0.997122585773468,0
1781,pengguna motor 2 tak 🙂,1,2025-10-14 11:11:51+00:00,pengguna motor 2 tak,pengguna motor 2 tak,,0.9947486519813538,0
1782,tujuan nyaa apa? tujuan nya agar masyarakat membeli motor listrik atau mobil listrik 😹😹,1,2025-10-14 11:07:13+00:00,tujuan nyaa apa? tujuan nya agar masyarakat membeli motor listrik atau mobil listrik 😹😹,tujuan nyaa apa? tujuan nya agar masyarakat membeli motor listrik atau mobil listrik 😹😹,,0.8683949112892151,0
1783,tinggal demo terus suruh turun jabatan,1,2025-10-14 10:39:21+00:00,tinggal demo terus suruh turun jabatan,tinggal demo terus suruh turun jabatan,0.0,0.9967494010925293,0
1784,Biar korupsinya banyak,1,2025-10-15 09:43:02+00:00,biar korupsinya banyak,biar korupsinya banyak,0.0,0.9993429780006409,0
1785,Guwe gak setuju,1,2025-10-15 09:17:35+00:00,guwe gak setuju,guwe tidak setuju,0.0,0.9989044666290283,0
1786,gua dukung lo bg,1,2025-10-15 09:02:10+00:00,gua dukung lo bg,gua dukung kamu bg,1.0,0.9970312118530273,1
1787,turunkan bahlil,1,2025-10-15 08:49:41+00:00,turunkan bahlil,turunkan bahlil,0.0,0.7785115838050842,0
1788,org kaya gini bisa jadi mentri sih... 😂,1,2025-10-14 07:19:01+00:00,org kaya gini bisa jadi mentri sih.. 😂,org kaya gini bisa jadi mentri sih.. 😂,0.0,0.9810412526130676,0
1789,udah yappingnya?,1,2025-10-14 07:18:51+00:00,udah yappingnya?,sudah yappingnya?,0.0,0.9924192428588867,0
1790,Bin atang🗿,1,2025-10-14 06:49:18+00:00,bin atang🗿,bin atang🗿,1.0,0.9182007908821106,1
1791,Emang bahlul ni mafia 🗿,1,2025-10-14 06:37:08+00:00,emang bahlul ni mafia 🗿,emang bahlul ni mafia 🗿,0.0,0.9985693693161011,0
1792,blin goblin ngueyel,1,2025-10-14 06:35:14+00:00,blin goblin ngueyel,blin goblin ngueyel,0.0,0.9976218342781067,0
1793,mirip,1,2025-10-14 06:05:23+00:00,mirip,mirip,1.0,0.9535885453224182,1
1794,kenapa keterima jadi menteri sihh,1,2025-10-14 05:01:35+00:00,kenapa keterima jadi menteri sihh,kenapa keterima jadi menteri sihh,0.0,0.9921485185623169,0
1795,kebanyakan etanol wajah nya Bahlil sampe karatan 😹😹,1,2025-10-14 04:51:07+00:00,kebanyakan etanol wajah nya bahlil sampe karatan 😹😹,kebanyakan etanol wajah nya bahlil sampe karatan 😹😹,0.0,0.9984161853790283,0
1796,Menteri Titipan,1,2025-10-14 04:49:51+00:00,menteri titipan,menteri titipan,,0.9611607193946838,0
1797,kayaknya udah terlanjur beli pertalite oplosan dengan harga original..... makanya di paksakan....... Tolong di cek dulu nilai impor minyaknya,1,2025-10-14 04:44:29+00:00,kayaknya udah terlanjur beli pertalite oplosan dengan harga original.. makanya di paksakan.. tolong di cek dulu nilai impor minyaknya,kayaknya sudah terlanjur beli pertalite oplosan dengan harga original.. makanya di paksakan.. tolong di cek dulu nilai impor minyaknya,0.0,0.9583473801612854,0
1798,Muka nya bahlil mirip bener sama axelord di Cars 2,1,2025-10-14 04:21:41+00:00,muka nya bahlil mirip bener sama axelord di cars 2,muka nya bahlil mirip benar sama axelord di cars 2,,0.7547416687011719,0
1799,otakmu yg tidak bagus,1,2025-10-14 03:13:27+00:00,otakmu yg tidak bagus,otakmu yang tidak bagus,0.0,0.9994210004806519,0
1800,wooiii buka topeng dulu kalo mau ngomong w🤭🤣🤣🤣,1,2025-10-14 02:57:28+00:00,wooii buka topeng dulu kalo mau ngomong w🤭🤣🤣,wooii buka topeng dulu kalau mau ngomong w🤭🤣🤣,,0.9914997220039368,0
1802,bahlil B nya apa?,1,2025-10-14 01:51:16+00:00,bahlil b nya apa?,bahlil b nya apa?,0.0,0.9922879934310913,0
1803,jadi si gojo ini sangat meresah kan ya ges,1,2025-10-14 00:10:27+00:00,jadi si gojo ini sangat meresah kan ya ges,jadi si gojo ini sangat meresah kan ya ges,1.0,0.931678831577301,1
1804,bahlul bahlul,1,2025-10-13 23:22:29+00:00,bahlul bahlul,bahlul bahlul,0.0,0.9972022771835327,0
1805,reaksi gw melihat ini,1,2025-10-13 22:24:48+00:00,reaksi gw melihat ini,reaksi saya melihat ini,,0.8105378746986389,0
1806,cerdas pak,1,2025-10-13 17:19:28+00:00,cerdas pak,cerdas pak,1.0,0.9991685152053833,1
1807,aura korupnya kuat banget,1,2025-10-13 15:25:39+00:00,aura korupnya kuat banget,aura korupnya kuat banget,0.0,0.9976243376731873,0
1808,gak pernah seniat ini mau ngomong ANJ,1,2025-10-13 15:17:07+00:00,gak pernah seniat ini mau ngomong anj,tidak pernah seniat ini mau ngomong anjing,0.0,0.9992018342018127,0
1809,"bapak kau lahh, mobil ku Terios baru umur 6 bulan udah berkarat tangki nya, karat itu karna air wakkk",1,2025-10-13 14:51:01+00:00,bapak kau lahh  mobil ku terios baru umur 6 bulan udah berkarat tangki nya  karat itu karna air wakk,bapak kau lahh mobil ku terios baru umur 6 bulan sudah berkarat tangki nya karat itu karna air wakk,0.0,0.9932530522346497,0
1810,"logika nya, kalau bagus, SPBU swasta pasti bakalan ambil,.",1,2025-10-13 14:25:55+00:00,logika nya  kalau bagus  spbu swasta pasti bakalan ambil .,logika nya kalau bagus spbu swasta pasti bakalan ambil .,1.0,0.9825006127357483,1
1811,tai mau tai?,1,2025-10-13 14:22:07+00:00,tai mau tai?,tai mau tai?,0.0,0.9941907525062561,0
1812,siapa sih yang bawa mantan tentara uganda dibawa kemari,1,2025-10-13 14:19:14+00:00,siapa sih yang bawa mantan tentara uganda dibawa kemari,siapa ya yang bawa mantan tentara uganda dibawa kemari,0.0,0.9491197466850281,0
1813,Ko dia bisa hidup di indo🗿,1,2025-10-14 10:32:48+00:00,ko dia bisa hidup di indo🗿,ko dia bisa hidup di indo🗿,,0.9769877195358276,0
1814,"bahaya ini orang,motong2 video penggiring opini selalu menyalahkan yang tidak seharus nya salah😏penting nya lihat full video",1,2025-10-14 10:28:07+00:00,bahaya ini orang motong2 video penggiring opini selalu menyalahkan yang tidak seharus nya salah😏penting nya lihat full video,bahaya ini orang motong2 video penggiring opini selalu menyalahkan yang tidak seharus nya salah😏penting nya lihat full video,0.0,0.9992057681083679,0
1815,sy klo liat org ini gimana gt,1,2025-10-14 09:57:17+00:00,sy klo liat org ini gimana gt,sy kalau liat org ini gimana gt,0.0,0.998891294002533,0
1816,saya gak setuju,1,2025-10-14 09:55:54+00:00,saya gak setuju,saya tidak setuju,0.0,0.9980886578559875,0
1817,"mending tuku impor dari pada tuku ne spbu, eman mesin wes di up di campuri etanol motor yo dadi pajangan omah, yo rapayu nek motor do dol ne indo nek bensin di campuri etanol",1,2025-10-14 09:52:30+00:00,mending tuku impor dari pada tuku ne spbu  eman mesin wes di up di campuri etanol motor yo dadi pajangan omah  yo rapayu nek motor do dol ne indo nek bensin di campuri etanol,mending tuku impor dari pada tuku ne spbu eman mesin wes di up di campuri etanol motor yo dadi pajangan omah yo rapayu nek motor do dol ne indo nek bensin di campuri etanol,,0.9967111349105835,0
1818,otww demo meneh kyyy,1,2025-10-14 09:55:06+00:00,otww demo meneh kyy,otww demo meneh kyy,0.0,0.9990952014923096,0
1819,keinget elinol di film the cars,1,2025-10-14 09:48:35+00:00,keinget elinol di film the cars,keinget elinol di film the cars,0.0,0.9037359356880188,0
1820,Mentri otak sampah tetap dipertahankan,1,2025-10-14 09:34:33+00:00,mentri otak sampah tetap dipertahankan,mentri otak sampah tetap dipertahankan,0.0,0.9995155334472656,0
1822,demo lagi kita,1,2025-10-14 09:11:02+00:00,demo lagi kita,demo lagi kita,0.0,0.9993345141410828,0
1823,"bahlil ❌
bahlul ✔",1,2025-10-14 09:04:28+00:00,"bahlil ❌
bahlul",bahlil ❌ bahlul,0.0,0.8450007438659668,0
1824,bahlil b nya apa?bahlull,1,2025-10-14 08:47:55+00:00,bahlil b nya apa?bahlull,bahlil b nya apa?bahlull,0.0,0.9949356317520142,0
1826,mentri koq kayak gini🤣🤣,1,2025-10-14 08:38:40+00:00,mentri koq kayak gini🤣🤣,mentri koq kayak gini🤣🤣,0.0,0.9989978671073914,0
1827,"klo gak mau impor banyak.
kelola sendiri.
kita kaya dengan minyak bumi dan sawit. 😡",1,2025-10-14 08:29:03+00:00,"klo gak mau impor banyak.
kelola sendiri.
kita kaya dengan minyak bumi dan sawit. 😡",kalau tidak mau impor banyak. kelola sendiri. kita kaya dengan minyak bumi dan sawit. 😡,0.0,0.9172098636627197,0
1828,bahlil tamatan SD dih🗿,1,2025-10-14 08:17:53+00:00,bahlil tamatan sd dih🗿,bahlil tamatan sd dih🗿,,0.9826968908309937,0
1831,pemerintah lagi rewel,1,2025-10-14 07:55:50+00:00,pemerintah lagi rewel,pemerintah lagi rewel,0.0,0.9991124272346497,0
1832,merdeka pasti nih para bengkel🤣🤣,1,2025-10-14 07:50:14+00:00,merdeka pasti nih para bengkel🤣🤣,merdeka pasti nih para bengkel🤣🤣,1.0,0.9302339553833008,1
1833,@`lexxa`🍒 😂😆🤣,1,2025-10-14 06:56:03+00:00,lexxa   😂😆🤣,lexxa 😂😆🤣,1.0,0.9979934692382812,1
1834,Hadeuh bahlill,1,2025-10-14 06:12:09+00:00,hadeuh bahlill,hadeuh bahlill,0.0,0.9066846966743469,0
1835,admin sudah datang,1,2025-10-14 05:53:10+00:00,admin sudah datang,admin sudah datang,0.0,0.9933451414108276,0
1836,itu otak nya suka makan mincin bg,1,2025-10-14 05:30:29+00:00,itu otak nya suka makan mincin bg,itu otak nya suka makan mincin bg,1.0,0.6952771544456482,1
1837,kok kaya profesor di film Cars ya,2,2025-10-09 03:14:16+00:00,kok kaya profesor di film cars ya,kok kaya profesor di film cars ya,0.0,0.9989768266677856,0
1838,matamu Lil sepedaku rusak lil,2,2025-10-28 11:47:34+00:00,matamu lil sepedaku rusak lil,matamu lil sepedaku rusak lil,0.0,0.9994173049926758,0
1839,@gerindra,1,2025-10-14 05:07:26+00:00,gerindra,gerindra,,0.9665703773498535,0
1840,bahlul paok,1,2025-10-14 04:54:15+00:00,bahlul paok,bahlul paok,0.0,0.9979617595672607,0
1841,mungkin BAHLIL ijasahnya SMP,1,2025-10-14 04:00:32+00:00,mungkin bahlil ijasahnya smp,mungkin bahlil ijasahnya smp,,0.9052707552909851,0
1842,gram x nengok muka bahil🗿,1,2025-10-14 03:38:07+00:00,gram x nengok muka bahil🗿,gram x nengok muka bahil🗿,0.0,0.9295048117637634,0
1843,mentri yang bener cuma pa purbaya,1,2025-10-14 03:37:51+00:00,mentri yang bener cuma pa purbaya,mentri yang benar cuma pa purbaya,,0.9078248143196106,0
1844,bahlil bilang gini ijin presiden kagak,1,2025-10-14 03:25:19+00:00,bahlil bilang gini ijin presiden kagak,bahlil bilang gini ijin presiden kagak,0.0,0.9924232959747314,0
1845,biar banyak x lebihan nya,1,2025-10-14 03:13:29+00:00,biar banyak x lebihan nya,biar banyak x lebihan nya,1.0,0.7054200172424316,1
1846,harga ttep mahal mesin jdi rusak,1,2025-10-14 03:11:31+00:00,harga ttep mahal mesin jdi rusak,harga ttep mahal mesin jdi rusak,0.0,0.9977320432662964,0
1847,bahlil ini jurusannya apa ya,1,2025-10-14 02:41:42+00:00,bahlil ini jurusannya apa ya,bahlil ini jurusannya apa ya,,0.9674368500709534,0
1848,ga ada yang demo?,1,2025-10-14 02:19:31+00:00,ga ada yang demo?,tidak ada yang demo?,0.0,0.6560162305831909,0
1849,itu cara haluss pemerintah supaya lu² pade pake molis bosss😂🤣🤣🤣🤣,1,2025-10-14 02:16:52+00:00,itu cara haluss pemerintah supaya lu  pade pake molis boss😂🤣🤣,itu cara haluss pemerintah supaya kamu pade pake molis boss😂🤣🤣,0.0,0.9964388608932495,0
1851,Hidup babi 🐷,1,2025-10-14 01:52:36+00:00,hidup babi,hidup babi,0.0,0.9982240796089172,0
1852,Wajar lah gaes Bahlil kan dari prindavan,1,2025-10-14 01:24:43+00:00,wajar lah gaes bahlil kan dari prindavan,wajar lah gaes bahlil kan dari prindavan,,0.8447831273078918,0
1853,ih goblok bgd si pemerintah,1,2025-10-14 01:24:13+00:00,ih goblok bgd si pemerintah,ih goblok bgd si pemerintah,0.0,0.9981449842453003,0
1854,"Cocote Angger Njeplak ae @𝓞𝓰𝓪𝓲𝓷 @brewokxxz @syadat_al @Maz INAL @😈 @salehoo @Mhmmdsbky @well 
bener jenenge BAHLUL",1,2025-10-14 00:54:21+00:00,"cocote angger njeplak ae  𝓞𝓰𝓪𝓲𝓷  brewokxxz  syadat_al  maz inal     salehoo  mhmmdsbky  well 
bener jenenge bahlul",cocote angger njeplak ae 𝓞𝓰𝓪𝓲𝓷 brewokxxz syadat_al maz inal salehoo mhmmdsbky well benar jenenge bahlul,1.0,0.9965372085571289,1
1855,muke lu bisa jadi ramah lingkungan kalo lu ga jadi Mentri..,1,2025-10-14 00:51:45+00:00,muke lu bisa jadi ramah lingkungan kalo lu ga jadi mentri..,muke kamu bisa jadi ramah lingkungan kalau kamu tidak jadi mentri..,0.0,0.8850889205932617,0
1856,bahlul😫,1,2025-10-14 00:38:37+00:00,bahlul,bahlul,0.0,0.9898656010627747,0
1857,"teryata kita masih di jajah oleh pemerintah sendiri😭😭😭,",1,2025-10-14 00:32:44+00:00,teryata kita masih di jajah oleh pemerintah sendiri😭😭,teryata kita masih di jajah oleh pemerintah sendiri😭😭,0.0,0.997829258441925,0
1858,bahlul kenapa sih g d pecat2 dr dulu kacau semua ini,1,2025-10-14 00:21:18+00:00,bahlul kenapa sih g d pecat2 dr dulu kacau semua ini,bahlul kenapa ya g d pecat2 dari dulu kacau semua ini,0.0,0.9993714690208435,0
1859,EMANG GADA LAGI DI INDONESIA INI ORANG YANG PENTER PADA SIBAHLUL INI ❓❓❓,1,2025-10-13 23:40:01+00:00,emang gada lagi di indonesia ini orang yang penter pada sibahlul ini,emang gada lagi di indonesia ini orang yang penter pada sibahlul ini,0.0,0.9991152882575989,0
1860,bahlul bahlul,1,2025-10-13 23:39:58+00:00,bahlul bahlul,bahlul bahlul,0.0,0.9972022771835327,0
1861,kaya gini ni yg disebut Mafia minyak,1,2025-10-13 22:59:33+00:00,kaya gini ni yg disebut mafia minyak,kaya gini ni yang disebut mafia minyak,0.0,0.9925668239593506,0
1862,bahlil waktu dewasa,1,2025-10-13 22:46:09+00:00,bahlil waktu dewasa,bahlil waktu dewasa,,0.9899806380271912,0
1863,inilah pertamax isi bensin dari negara konoha👀,1,2025-10-13 22:40:08+00:00,inilah pertamax isi bensin dari negara konoha,inilah pertamax isi bensin dari negara konoha,,0.8961198925971985,0
1864,tu orang mikir nya kemana sih😭,1,2025-10-13 22:34:49+00:00,tu orang mikir nya kemana sih😭,tu orang mikir nya kemana sih😭,0.0,0.9991119503974915,0
1865,bahlulll,1,2025-10-13 22:12:14+00:00,bahlull,bahlull,0.0,0.9921793937683105,0
1866,kiamat kendaraan,1,2025-10-15 08:29:23+00:00,kiamat kendaraan,kiamat kendaraan,0.0,0.9548425674438477,0
1867,kiamat kereta,1,2025-10-15 08:28:58+00:00,kiamat kereta,kiamat kereta,,0.9262891411781311,0
1868,mobil e wong e listrik wi paling motor e Yo listrik,1,2025-10-15 07:30:50+00:00,mobil e wong e listrik wi paling motor e yo listrik,mobil e wong e listrik wi paling motor e yo listrik,,0.998976469039917,0
1869,ini mah bukan lebih baik tapi lebih buruk,1,2025-10-15 07:09:04+00:00,ini mah bukan lebih baik tapi lebih buruk,ini mah bukan lebih baik tapi lebih buruk,0.0,0.9992699027061462,0
1871,kenapa gak mau buat yang etanol sama yang no etanol?,1,2025-10-15 05:55:14+00:00,kenapa gak mau buat yang etanol sama yang no etanol?,kenapa tidak mau buat yang etanol sama yang no etanol?,0.0,0.9979579448699951,0
1872,Bahlil b nya apa,1,2025-10-15 05:43:24+00:00,bahlil b nya apa,bahlil b nya apa,,0.844081461429596,0
1874,bayar pajak di campur 10% daun mangga,1,2025-10-15 05:28:13+00:00,bayar pajak di campur 10  daun mangga,bayar pajak di campur 10 daun mangga,,0.9978311657905579,0
1875,"jika urusan di serahkan kepada yang bukan ahlinya, maka tunggulah kehancurannya😹",1,2025-10-15 04:44:59+00:00,jika urusan di serahkan kepada yang bukan ahlinya  maka tunggulah kehancurannya😹,jika urusan di serahkan kepada yang bukan ahlinya maka tunggulah kehancurannya😹,0.0,0.9985413551330566,0
1876,santet bahlil,1,2025-10-15 04:42:38+00:00,santet bahlil,santet bahlil,0.0,0.9764991402626038,0
1877,hualah piye kiii nambah masalah aja,1,2025-10-15 04:35:40+00:00,hualah piye kii nambah masalah aja,hualah piye kii nambah masalah aja,0.0,0.9988646507263184,0
1879,kenapa kami rakyat kecil selalu di siksa 😭,1,2025-10-15 03:58:17+00:00,kenapa kami rakyat kecil selalu di siksa 😭,kenapa kami rakyat kecil selalu di siksa 😭,0.0,0.9992456436157227,0
1880,"Menurut laporan media, kediaman dinas Bahlil Lahadalia berada di Jalan Denpasar Raya Blok C No. 6, Kuningan, Jakarta Selatan.
Namun, untuk kediaman pribadinya, pernah disebutkan alamat di Jalan Duren Tiga Barat No. 10, Pancoran, Jakarta Selatan.",1,2025-10-15 03:49:10+00:00,"menurut laporan media  kediaman dinas bahlil lahadalia berada di jalan denpasar raya blok c no. 6  kuningan  jakarta selatan.
namun  untuk kediaman pribadinya  pernah disebutkan alamat di jalan duren tiga barat no. 10  pancoran  jakarta selatan.",menurut laporan media kediaman dinas bahlil lahadalia berada di jalan denpasar raya blok c no. 6 kuningan jakarta selatan. namun untuk kediaman pribadinya pernah disebutkan alamat di jalan duren tiga barat no. 10 pancoran jakarta selatan.,,0.9830112457275391,0
1881,"dikiranya bensin es campur ajaa, bahlil bahlil",1,2025-10-15 03:44:39+00:00,dikiranya bensin es campur ajaa  bahlil bahlil,dikiranya bensin es campur ajaa bahlil bahlil,,0.8871570825576782,0
